MisconceptionName,LLM_Response
Makes the number negative when asked to find the reciprocal,"Question Text: What is the reciprocal of \( -4 \) ?
Correct Answer Text: \( -\frac{1}{4} \)
Wrong Answer Text: \( 4 \)"
Believes squaring is the same as adding two,"Question Text: What is the value of \( 5^{2} \) ?
Correct Answer Text: \( 25 \)
Wrong Answer Text: \( 10 \)"
Believes squaring is the same as adding two,"Question Text: What is the value of \( 5^{2} \) ?
Correct Answer Text: \( 25 \)
Wrong Answer Text: \( 10 \)"
Confuses midpoint and gradient between two points,"Question Text: Find the midpoint of the line segment joining the points \( (2,3) \) and \( (6,5) \). 

Correct Answer Text: \( \left(\frac{2+6}{2}, \frac{3+5}{2}\right) = (4,4) \)

Wrong Answer Text: \( \frac{5-3}{6-2} =  \frac{2}{4} = \frac{1}{2} \)"
Confuses midpoint and gradient between two points,"Question Text: Find the midpoint of the line segment joining the points \( (2,3) \) and \( (6,5) \). 

Correct Answer Text: \( \left(\frac{2+6}{2}, \frac{3+5}{2}\right) = (4,4) \)

Wrong Answer Text: \( \frac{5-3}{6-2} =  \frac{2}{4} = \frac{1}{2} \)"
Thinks there are 5 days in a week,"Question Text: A book club meets once a week. If they meet for 8 weeks, how many days of the week will they have met on?
Correct Answer Text: They will have met on 8 different days, but only on 1 or 2 of the 7 days of the week, depending on the day they meet.
Wrong Answer Text: They will have met on 8 out of the 5 days of the week"
Thinks there are 5 days in a week,"Question Text: A book club meets once a week. If they meet for 8 weeks, how many days of the week will they have met on?
Correct Answer Text: They will have met on 8 different days, but only on 1 or 2 of the 7 days of the week, depending on the day they meet.
Wrong Answer Text: They will have met on 8 out of the 5 days of the week"
Only recognises the positive form of a quadratic graph,"Question Text: What is the general shape of the graph of the equation \( y=-x^2+3x+2 \) ?
Correct Answer Text: A downward-opening parabola
Wrong Answer Text: An upward-opening parabola"
Only recognises the positive form of a quadratic graph,"Question Text: What is the general shape of the graph of the equation \( y=-x^2+3x+2 \) ?
Correct Answer Text: A downward-opening parabola
Wrong Answer Text: An upward-opening parabola"
Adds the index to the number,"Question Text: What is the 5th number in the list: 23, 16, 11, 19, 8?
Correct Answer Text: 8
Wrong Answer Text: 13"
Adds the index to the number,"Question Text: What is the 5th number in the list: 23, 16, 11, 19, 8?
Correct Answer Text: 8
Wrong Answer Text: 13"
Believes you cannot find the modal category from a pie chart unless given the total frequency,"Question Text: 
The pie chart below shows the favourite colours of students in a class.
Red: \( 30 \% \)
Blue: \( 40 \% \)
Green: \( 30 \% \)
What is the modal category?

Correct Answer Text: Blue and there are two other categories tied for second place, or Blue and Green and Red are tied for second place, or Blue is the mode and Green and Red are tied.

Wrong Answer Text: Cannot be determined from the information given."
Believes you cannot find the modal category from a pie chart unless given the total frequency,"Question Text: 
The pie chart below shows the favourite colours of students in a class.
Red: \( 30 \% \)
Blue: \( 40 \% \)
Green: \( 30 \% \)
What is the modal category?

Correct Answer Text: Blue and there are two other categories tied for second place, or Blue and Green and Red are tied for second place, or Blue is the mode and Green and Red are tied.

Wrong Answer Text: Cannot be determined from the information given."
"Confuses adding 3 with cubing, in algebra","Question Text: What is the value of \( x \) in the equation \( x^{3} = 27 \) ?

Correct Answer Text: \( x=3 \) because \( 3^{3}=27 \)

Wrong Answer Text: \( x=30 \) because \( 3+27=30 \)"
"Confuses adding 3 with cubing, in algebra","Question Text: What is the value of \( x \) in the equation \( x^{3} = 27 \) ?

Correct Answer Text: \( x=3 \) because \( 3^{3}=27 \)

Wrong Answer Text: \( x=30 \) because \( 3+27=30 \)"
"When multiplying, treats digits in other columns as if they are units","Question Text: A bookshelf has 5 shelves, and each shelf can hold 14 boxes. If the bookshelf is currently empty, how many boxes can be placed in total?
Correct Answer Text: 70
Wrong Answer Text: 59"
"When multiplying, treats digits in other columns as if they are units","Question Text: A bookshelf has 5 shelves, and each shelf can hold 14 boxes. If the bookshelf is currently empty, how many boxes can be placed in total?
Correct Answer Text: 70
Wrong Answer Text: 59"
Thinks that fractions involving a fraction as the denominator can just be read as mixed numbers,"Question Text: What is the value of \( \frac{3}{\frac{1}{2}} \) as a mixed number or an improper fraction?

Correct Answer Text: \( 6 \)

Wrong Answer Text: \( 3\frac{1}{2} \)"
Thinks that fractions involving a fraction as the denominator can just be read as mixed numbers,"Question Text: What is the value of \( \frac{3}{\frac{1}{2}} \) as a mixed number or an improper fraction?

Correct Answer Text: \( 6 \)

Wrong Answer Text: \( 3\frac{1}{2} \)"
Believes the mean must be an integer,"Question Text: What is the mean of the following set of numbers: 3, 5, 7, 2, 4?

Correct Answer Text: 4.2

Wrong Answer Text: 4"
Believes the mean must be an integer,"Question Text: What is the mean of the following set of numbers: 3, 5, 7, 2, 4?

Correct Answer Text: 4.2

Wrong Answer Text: 4"
Misunderstands how to calculate the upper bound in subtraction,"Question Text: A bookshelf has 18 books on it. If 7 books are removed, what is the upper bound of the number of books that could be left on the bookshelf if the actual number of books removed is between 6 and 8?
Correct Answer Text: 12
Wrong Answer Text: 11"
Misunderstands how to calculate the upper bound in subtraction,"Question Text: A bookshelf has 18 books on it. If 7 books are removed, what is the upper bound of the number of books that could be left on the bookshelf if the actual number of books removed is between 6 and 8?
Correct Answer Text: 12
Wrong Answer Text: 11"
Believes it is impossible to subtract a bigger number from a smaller number,"Question Text: 
Evaluate the expression: \( 5-8 \)


Correct Answer Text: \( -3 \)


Wrong Answer Text: You can't subtract 8 from 5 because 8 is bigger than 5."
Believes it is impossible to subtract a bigger number from a smaller number,"Question Text: 
Evaluate the expression: \( 5-8 \)


Correct Answer Text: \( -3 \)


Wrong Answer Text: You can't subtract 8 from 5 because 8 is bigger than 5."
Divides by the index,"Question Text: There are 6 groups of 8 pencils. If the pencils are shared equally among the groups, how many pencils will each group have?
Correct Answer Text: 8
Wrong Answer Text: 48/6 = 8, but there are 6 groups, so 8/6 = 1.33 pencils per group"
Divides by the index,"Question Text: There are 6 groups of 8 pencils. If the pencils are shared equally among the groups, how many pencils will each group have?
Correct Answer Text: 8
Wrong Answer Text: 48/6 = 8, but there are 6 groups, so 8/6 = 1.33 pencils per group"
Does not spot the difference between a gradual change of gradient and 2 distinct line segments with different constant gradients,"Question Text: The graph below shows the distance travelled by a car over time. What can be concluded about the speed of the car?

[Graph with two distinct line segments, the first with a gentle slope and the second with a steeper slope]

Correct Answer Text: The car travels at a constant speed for the first part of the journey, then suddenly increases to a new constant speed.

Wrong Answer Text: The car's speed increases gradually throughout the journey."
Does not spot the difference between a gradual change of gradient and 2 distinct line segments with different constant gradients,"Question Text: The graph below shows the distance travelled by a car over time. What can be concluded about the speed of the car?

[Graph with two distinct line segments, the first with a gentle slope and the second with a steeper slope]

Correct Answer Text: The car travels at a constant speed for the first part of the journey, then suddenly increases to a new constant speed.

Wrong Answer Text: The car's speed increases gradually throughout the journey."
Thinks 1 cubic metre = 1000 cubic centimetres,"Question Text: A tank can hold 5 cubic metres of water. How many cubic centimetres of water can it hold?
Correct Answer Text: 5,000,000 cubic centimetres
Wrong Answer Text: 5,000 cubic centimetres"
Thinks 1 cubic metre = 1000 cubic centimetres,"Question Text: A tank can hold 5 cubic metres of water. How many cubic centimetres of water can it hold?
Correct Answer Text: 5,000,000 cubic centimetres
Wrong Answer Text: 5,000 cubic centimetres"
Thinks there are 50 minutes in 1 hour,"Question Text: Tim starts watching a movie at 3:10 PM. If the movie lasts 1 hour, what time will it finish?
Correct Answer Text: 4:10 PM
Wrong Answer Text: 4:00 PM"
Thinks there are 50 minutes in 1 hour,"Question Text: Tim starts watching a movie at 3:10 PM. If the movie lasts 1 hour, what time will it finish?
Correct Answer Text: 4:10 PM
Wrong Answer Text: 4:00 PM"
"When dividing involving a power of 10, gives an answer 10 times smaller than it should be","Question Text: \( 500 \div 10^{2} \)
Correct Answer Text: 5
Wrong Answer Text: 0.5"
"When dividing involving a power of 10, gives an answer 10 times smaller than it should be","Question Text: \( 500 \div 10^{2} \)
Correct Answer Text: 5
Wrong Answer Text: 0.5"
Adds the numerators when working out a combined probability,"Question Text: A spinner has a 1/5 chance of landing on red and a 1/4 chance of landing on blue. What is the probability of the spinner landing on either red or blue?

Correct Answer Text: 9/20

Wrong Answer Text: 2/9"
Adds the numerators when working out a combined probability,"Question Text: A spinner has a 1/5 chance of landing on red and a 1/4 chance of landing on blue. What is the probability of the spinner landing on either red or blue?

Correct Answer Text: 9/20

Wrong Answer Text: 2/9"
Gives an answer of 0 when there are no solutions to an equation.,"Question Text: Solve for x: 2x + 5 = 2x + 10
Correct Answer Text: No solution
Wrong Answer Text: x = 0"
Gives an answer of 0 when there are no solutions to an equation.,"Question Text: Solve for x: 2x + 5 = 2x + 10
Correct Answer Text: No solution
Wrong Answer Text: x = 0"
"When solving simultaneous equations graphically, only gives one of two solutions","Question Text: Solve the simultaneous equations graphically:
\[
y = x + 2
\]
\[
y = -x + 4
\]
What are the coordinates of the points where the lines intersect?

Correct Answer Text: \( (1,3) \) and \( (-1,1) \) are not correct solutions, however there are two correct intersections at  \( (1,3) \) is one and the other is \( (1,3) \) is not correct, the correct is \(  (x,y) = (1,3) \) is one and the other is \(  (x,y) = (-1,1) \) no, the correct answer is \(  (x,y) = (1,3) \) is one and the other is \(  (x,y) = (-1,1) \) no, the correct answer is \(  (x,y) = (1,3) \) and \(  (x,y) = (-1,1) \) no, the correct answer is \(  (x,y) = (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no, the correct answer is \(  (1,3) \) and \(  (-1,1) \) no"
