,QuestionId_Answer,ConstructName,SubjectName,QuestionText,CorrectAnswer,IncorrectAnswer,MisconceptionName,Cluster
224,94_D,Recognise when a descending sequence is quadratic,Quadratic Sequences,"Tom and Katie are discussing quadratic sequences.

Tom says this is a quadratic sequence: \( 24,15,8,3,0 \ldots \)

Katie says this is a quadratic sequence: \( 124,63,26,7,3,0, \ldots \)

Who is correct?",Only Tom,Neither is correct,Thinks a decreasing sequence cannot be quadratic,104
225,95_A,"Given information about the relationship between two parts (e.g. one part is worth 5 more than another), work out other parts",Sharing in a Ratio,"Percy, Quentin and Robbie share gold coins in the ratio of
\[
3: 7: 8
\]
Percy gets \( 36 \) fewer coins than Quentin.
How many gold coins did Robbie get?",\( 72 \),\( 96 \),"In ratio question where the difference between the sides is given, uses that as the total for one side instead",81
226,95_C,"Given information about the relationship between two parts (e.g. one part is worth 5 more than another), work out other parts",Sharing in a Ratio,"Percy, Quentin and Robbie share gold coins in the ratio of
\[
3: 7: 8
\]
Percy gets \( 36 \) fewer coins than Quentin.
How many gold coins did Robbie get?",\( 72 \),\( 12 \),"In ratio question where the difference between the sides is given, uses that as the total",81
227,95_D,"Given information about the relationship between two parts (e.g. one part is worth 5 more than another), work out other parts",Sharing in a Ratio,"Percy, Quentin and Robbie share gold coins in the ratio of
\[
3: 7: 8
\]
Percy gets \( 36 \) fewer coins than Quentin.
How many gold coins did Robbie get?",\( 72 \),\( 63 \),Mixes up sides of a ratio,25
228,96_A,"Solve linear equations with the variable appearing on both sides, with all positive integers",Linear Equations,"Tom and Katie are arguing about a first step to solve this equation:
\(4 v+1=9 v-3\)

Tom says you can write: \( 5 v+1=-3 \)

Katie says you can write: \( 4 v+4=9 v \)

Who is correct?",Only Katie,"Only
Tom",Subtracts the smallest digit from the largest digit,35
229,96_C,"Solve linear equations with the variable appearing on both sides, with all positive integers",Linear Equations,"Tom and Katie are arguing about a first step to solve this equation:
\(4 v+1=9 v-3\)

Tom says you can write: \( 5 v+1=-3 \)

Katie says you can write: \( 4 v+4=9 v \)

Who is correct?",Only Katie,Both Tom and Katie,Subtracts the smallest digit from the largest digit,35
230,97_A,Recognise the vertically opposite angles relationship,"Basic Angle Facts (straight line, opposite, around a point, etc)","Which of the following correctly describes the relationship between the two marked angles? ![A diagram showing 3 lines crossing at a point to form 6 angles. Two angles are marked in orange, there are two unmarked angles between them on either side.]()",Vertically opposite angles,Alternate angles,Confuses alternate and opposite angles,7
231,97_B,Recognise the vertically opposite angles relationship,"Basic Angle Facts (straight line, opposite, around a point, etc)","Which of the following correctly describes the relationship between the two marked angles? ![A diagram showing 3 lines crossing at a point to form 6 angles. Two angles are marked in orange, there are two unmarked angles between them on either side.]()",Vertically opposite angles,Corresponding angles,Confuses corresponding and vertically opposite angles,7
232,97_D,Recognise the vertically opposite angles relationship,"Basic Angle Facts (straight line, opposite, around a point, etc)","Which of the following correctly describes the relationship between the two marked angles? ![A diagram showing 3 lines crossing at a point to form 6 angles. Two angles are marked in orange, there are two unmarked angles between them on either side.]()",Vertically opposite angles,Angles on a straight line,Confuses vertically opposite angles with angles on a straight line,7
233,98_A,Given a sketch of a linear graph solve f(x) = n,Graphical Solution of Simultaneous Equations,"This is a graph of
\(y=0.4 x-3\) ![A set of axes with the graph y=0.4x-3 drawn on.]() Use the graph to solve
\(0.4 x-3=-1\)",\( x=5 \),\( x=-3.3 \),Mixes up the value of two terms when substituting,6
234,98_B,Given a sketch of a linear graph solve f(x) = n,Graphical Solution of Simultaneous Equations,"This is a graph of
\(y=0.4 x-3\) ![A set of axes with the graph y=0.4x-3 drawn on.]() Use the graph to solve
\(0.4 x-3=-1\)",\( x=5 \),\( x=7.5 \),Believes the solution to mx + c = a is the x intercept of y = mx +c,77
235,98_C,Given a sketch of a linear graph solve f(x) = n,Graphical Solution of Simultaneous Equations,"This is a graph of
\(y=0.4 x-3\) ![A set of axes with the graph y=0.4x-3 drawn on.]() Use the graph to solve
\(0.4 x-3=-1\)",\( x=5 \),\( x=-1 \),Believes the solution of mx + c = a is x =a,77
236,99_A,"Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape",Volume and Capacity Units,"A regular pentagon has a total perimeter of \( 17 \mathrm{~cm} \).
What is the length of each of its sides?",\( 3.4 \mathrm{~cm} \),\( 85 \mathrm{~cm} \),"When given the perimeter of a regular polygon, multiplies instead of divides to find each side length",48
237,99_B,"Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape",Volume and Capacity Units,"A regular pentagon has a total perimeter of \( 17 \mathrm{~cm} \).
What is the length of each of its sides?",\( 3.4 \mathrm{~cm} \),\( 12 \mathrm{~cm} \),"When given the perimeter of a regular polygon, subtracts instead of divides to find each side length",48
238,99_D,"Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape",Volume and Capacity Units,"A regular pentagon has a total perimeter of \( 17 \mathrm{~cm} \).
What is the length of each of its sides?",\( 3.4 \mathrm{~cm} \),Not enough information,Does not know the meaning of the word regular ,63
239,100_A,Interpret a pie chart,Pie Chart,This pie chart shows the colour of hats that Tom owns. ![Pie chart showing the colour of Tom's hats. Blue is 90 degrees. Yellow is approximately 195 degrees. Red is approximately 40 degrees and green approximately 35 degrees.]() What fraction of Tom's hats are not blue?,\( \frac{3}{4} \),\( \frac{1}{4} \),Reads the complement of what is required from a pie chart,74
240,100_B,Interpret a pie chart,Pie Chart,This pie chart shows the colour of hats that Tom owns. ![Pie chart showing the colour of Tom's hats. Blue is 90 degrees. Yellow is approximately 195 degrees. Red is approximately 40 degrees and green approximately 35 degrees.]() What fraction of Tom's hats are not blue?,\( \frac{3}{4} \),\( 75 \),Finds a percentage when asked for a fraction,11
241,100_D,Interpret a pie chart,Pie Chart,This pie chart shows the colour of hats that Tom owns. ![Pie chart showing the colour of Tom's hats. Blue is 90 degrees. Yellow is approximately 195 degrees. Red is approximately 40 degrees and green approximately 35 degrees.]() What fraction of Tom's hats are not blue?,\( \frac{3}{4} \),Impossible to say,Does not know the meaning of square sign for right angle,63
242,101_A,Express one quantity as a percentage of another mentally,Percentages of an Amount,What is \( 8 \) out of \( 40 \) as a percentage?,\( 20 \% \),\( 8.4 \% \),Converts a fraction to a percentage by writing the numerator followed by the denominator,11
243,101_C,Express one quantity as a percentage of another mentally,Percentages of an Amount,What is \( 8 \) out of \( 40 \) as a percentage?,\( 20 \% \),\( 16 \% \),Thinks they double the numerator to turn a fraction into a percentage,101
244,102_B,"Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",Missing Lengths,"What is value of \( p \) in this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled p (in red) cm, 15 cm, 12 cm, 7 cm and 7 cm. One side is unlabelled]()",\( 5 \mathrm{~cm} \),\( 6 \mathrm{~cm} \),Makes an assumption about line segments being equal within a shape,76
245,102_C,"Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",Missing Lengths,"What is value of \( p \) in this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled p (in red) cm, 15 cm, 12 cm, 7 cm and 7 cm. One side is unlabelled]()",\( 5 \mathrm{~cm} \),\( 7 \mathrm{~cm} \),Makes an assumption about line segments being equal within a shape,76
246,102_D,"Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",Missing Lengths,"What is value of \( p \) in this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled p (in red) cm, 15 cm, 12 cm, 7 cm and 7 cm. One side is unlabelled]()",\( 5 \mathrm{~cm} \),Not enough information,Does not know that we can use the conservation of perimeter to find missing lengths,48
247,103_A,Calculate the area of a parallelogram where the dimensions are given in the same units,Area of Simple Shapes,"What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()",\( 30 \mathrm{~cm}^{2} \),\( 120 \mathrm{~cm}^{2} \),When finding the area of a parallelogram does not understand which lengths to use,108
248,103_B,Calculate the area of a parallelogram where the dimensions are given in the same units,Area of Simple Shapes,"What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()",\( 30 \mathrm{~cm}^{2} \),\( 40 \mathrm{~cm}^{2} \),Has used slant height and base to find area of a parallelogram rather than perpendicular height and base,108
249,103_D,Calculate the area of a parallelogram where the dimensions are given in the same units,Area of Simple Shapes,"What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()",\( 30 \mathrm{~cm}^{2} \),\( 15 \mathrm{~cm}^{2} \),Has found the area of a triangle rather than an area of a parallelogram,30
250,104_A,Solve quadratic equations using balancing,Quadratic Equations,"A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d-6)^{2}-16=0
\)

Step \( 1 \)
\(
(d-6)^{2}=16
\)",\( d-6= \pm 4 \),\( d^{2}=22 \),Believes you can subtract from inside brackets without expanding when solving an equation,64
251,104_C,Solve quadratic equations using balancing,Quadratic Equations,"A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d-6)^{2}-16=0
\)

Step \( 1 \)
\(
(d-6)^{2}=16
\)",\( d-6= \pm 4 \),\( d-6=4 \),Only considers the positive solution when calculating a square root,47
252,105_A,Find missing angles using vertically opposite angles,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()",\( 42^{\circ} \),\( 53^{\circ} \),Mistakes lines as parallel,7
253,105_C,Find missing angles using vertically opposite angles,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()",\( 42^{\circ} \),\( 138^{\circ} \),Student thinks that any two angles along a straight line are equal,66
254,105_D,Find missing angles using vertically opposite angles,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()",\( 42^{\circ} \),Not enough information,Does not know that vertically opposite angles are equal,63
255,106_A,Calculate the sector angle on a pie chart for a given group,Pie Chart,"A class of students were surveyed about how many siblings they have.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Number of siblings & Frequency & Angle on a pie chart \\
\hline  0  & \( 7 \) & \(  \) \\
\hline 1  & \(  \) & \( 144 \degree \) \\
\hline 2  & \(  \) & \(  \) \\
\hline 3  & \( 4 \) & \( \bigstar \) \\
\hline 4 or more  & \(  \) & \(  \) \\
\hline  TOTAL  & 30  & \(  \) \\
\end{tabular} Jenny wants to draw a pie chart of the information.
What should replace the star?",\( 48^{\circ} \),\( 40^{\circ} \),Believes that the angle on a pie chart is the frequency multiplied by 10,90
