,MisconceptionId,MisconceptionName,Cluster
1111,1111,Does not understand the term 'linear',63
1112,1112,"When using Pythagoras' theorem to find a missing side, thinks you multiply the sides together then square root",4
1113,1113,"When substituting a value into a non-linear term with a coefficient, multiplies by the coefficient then calculates the power.",79
1114,1114,Believes they can change the subject of a formula just by swapping two letters,52
1115,1115,Identifies the term-to-term rule rather than the next term in a sequence,80
1116,1116,Multiplies coefficients and letters separately and writes as an addition,79
1117,1117,"When finding a missing length on similar shapes, just find the scale factor",69
1118,1118,Thinks the smallest bar in a bar chart is the mode,111
1119,1119,Does not interpret the correct order of operations in a fraction when there is an addition on the numerator,109
1120,1120,Thinks there are 100 ml in a litre,31
1121,1121,Believes biased selection methods can be random,14
1122,1122,"When enlarging a shape, thinks the scale factor divides the movement from the centre of enlargement to a vertex rather than multiplies",34
1123,1123,Subtracts rather than dividing to find unit price,38
1124,1124,When ordering numbers in standard form just looks at the decimal without multiplying by a power of 10,93
1125,1125,Multiplies rather than adds when answering worded problems,97
1126,1126,Believes the mean is always representative,29
1127,1127,Believes the variable should remain in place after substituting its value,42
1128,1128,Does not know how to interpret a fraction worded problem ,11
1129,1129,"When finding a missing part in a ratio, divides rather than multiplies",25
1130,1130,Does not know how to solve linear equations involving fractions,91
1131,1131,"When adding fractions, multiplies the numerators",55
1132,1132,Does not understand that a probability of 1 represents something that is certain,14
1133,1133,Does not recognise a quadratic graph,104
1134,1134,"When solving an equation, adds instead of dividing",112
1135,1135,"When subtracting a negative number, adds the absolute values and then writes the answer with a negative sign",78
1136,1136,"Believes that a general trend of an increase or decrease over time, on a statistical diagram, means that the slope must be in the same direction for the whole time period",16
1137,1137,"When squaring a variable with a power, thinks that the power is squared rather than doubled. ",18
1138,1138,Subtracts the smallest digit from the largest digit,35
1139,1139,Confuses the lines y=x and y=-x,16
1140,1140,"When simplifying surds, adds the number on the outside of the surd to the number under the surd",50
1141,1141,Believes all grouped frequency table need a midpoint column,8
1142,1142,"When converting from an improper fraction to a mixed number, adds on the part left to make the whole, rather than subtracting it",23
1143,1143,Mixes up the terms for the parts of a fraction,91
1144,1144,"Believes the equation for a horizontal line is in the form xy = a, where a is the y intercept",28
1145,1145,"When adding column vectors, multiplies rather than adds",2
1146,1146,"When solving simultaneous equations, believes the terms must be of opposite signs in order to be eliminated.",53
1147,1147,"When solving a 'more than' problem, believes the first step is to halve the total rather than setting up an equation to help solve",38
1148,1148,Uses an incorrect side length when splitting a composite shape into parts,76
1149,1149,Believes perpendicular is the term used to describe two lines that are parallel,15
1150,1150,Does not believe you can scale up a proportional statement,25
1151,1151,Believes they can round when converting units,26
1152,1152,"When dividing fractions, does the reciprocal of the first fraction instead of the second",61
1153,1153,Believes they can ignore the coefficient when expanding double brackets ,1
1154,1154,Believes midpoints are plotted on histograms,17
1155,1155,Starts at the wrong end of the dividend when dividing,27
1156,1156,"When dividing a fraction by an integer, divides the denominator by the integer",61
1157,1157,Rounds every number up when estimating,26
1158,1158,Believes you can go above an amount of money when finding how much of something you can buy,38
1159,1159,"When comparing non like surds, does not square the surds",50
1160,1160,Thinks you can find missing values in a given table by treating the row as a sequence of consecutive numbers,80
1161,1161,Thinks 1 square metre = 10 square centimetres,54
1162,1162,Mixes up the inequality signs in an error interval,12
1163,1163,Does not understand you can round to numbers other than powers of 10,102
1164,1164,Believes linear sequences cannot include fractions,80
1165,1165,Rounds to the nearest integer rather than one significant figure,102
1166,1166,"When subtracting a fraction from a mixed number, assumes they subtract the numerator from the integer and the numerator of the mixed number",23
1167,1167,Does not recognise millimetres as a unit of length,21
